Year,Type,Country,Area,Activity,Sex,Age,Injury,Fatal (Y/N),Species,outlier
1963.0,1.0,usa,california,swimming,1.0,24.0,3 lacerations below right knee,0.0,shark involvement not confirmed,1
1963.0,0.0,usa,hawaii,surfing,1.0,15.0,left foot & leg bitten,0.0,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,1
1963.0,0.0,fiji,unknown,freediving,1.0,41.0,hand & arm severely lacerated,0.0,unknown,1
1962.0,0.0,south africa,kwazulu-natal,scuba diving,1.0,24.0,captive shark bit air hose & minor lacerations on diver's cheek provoked incident,0.0,"dusky shark, 1 m",1
1962.0,0.0,usa,florida,rolled off raft,1.0,11.0,8 laceration on left calf,0.0,1.8 m [6'] shark,1
1962.0,0.0,south africa,kwazulu-natal,treading water,1.0,13.0,"fatal, tissue removed from thigh, femoral artery severed",1.0,"white shark, 3 m",1
1962.0,0.0,australia,new south wales,surfing,0.0,24.0,"no injury, shark bumped board flipping him into the water",0.0,unknown,1
1961.0,0.0,usa,florida,spearfishing,1.0,22.0,thigh bitten,0.0,"tiger shark, 3 m [10']",1
1961.0,0.0,south africa,western cape province,standing,1.0,24.0,"lower left leg bitten, abrasions on back of right leg",0.0,unknown,1
1960.0,0.0,papua new guinea,new britain,collecting shells,1.0,26.0,injuries to leg & foot,0.0,unknown,1
1959.0,1.0,japan,hokkaido prefecture,unknown,1.0,14.0,survived (no injury?),0.0,questionable incident,1
1958.0,0.0,mexico,guerrero,swimming,0.0,24.0,fatal,1.0,unknown,1
1958.0,0.0,usa,florida,free diving,1.0,29.0,"grabbed shark’s tail, shark bit his thigh provoked incident",0.0,"nurse shark, 1.5 m [5']",1
1958.0,0.0,papua new guinea,morobe province,"fishing, holding fish in his left hand",1.0,24.0,left forearm amputated,0.0,unknown,1
1958.0,0.0,usa,us virgin islands,spearfishing on scuba,1.0,18.0,chest bitten by speared shark provoked incident,0.0,"nurse shark, 1.5 m [5']",1
1956.0,0.0,usa,south carolina,swimming,1.0,7.0,arm & leg injured,0.0,unknown,-1
1955.0,0.0,american samoa,tutuila island,swimming,1.0,28.0,"fatal, abdomen bitten",1.0,blue shark,1
1955.0,0.0,australia,western australia,"competing in u/w endurance record, standing beside drum in 10' of water",1.0,25.0,leg of wetsuit torn after spear fired at shark  provoked incident,0.0,unknown,1
1954.0,0.0,south africa,kwazulu-natal,swimming,1.0,16.0,shallow lacerations on torso,0.0,reported as  a shark bite but toothmarks appear to be those of a dolphin,1
1954.0,0.0,papua new guinea,west new britain province,swimming,1.0,12.0,leg & abdomen lacerated,0.0,unknown,1
1951.0,0.0,usa,california,unknown,1.0,13.0,severe laceration to foot,0.0,unknown,1
1950.0,0.0,greece,unknown,swimming,0.0,24.0,fatal,1.0,unknown,1
1949.0,1.0,australia,south australia,unknown,0.0,24.0,unknown,0.0,unknown,1
1948.0,1.0,mid atlantic ocean,unknown,leicester abandoned in a hurricane,1.0,24.0,"fatal, 2 men killed by sharks, 20 survived",1.0,unknown,1
1948.0,0.0,iran,shatt-al-arab river,swimming,1.0,15.0,"quadriceps lacerated, femur exposed",0.0,unknown,1
1948.0,0.0,northern mariana islands,saipan,swimming,1.0,24.0,heel bitten,0.0,unknown,1
1947.0,1.0,greece,carpathian sea,jumped overboard,1.0,24.0,shark involvement  unconfirmed,0.0,questionable,1
1947.0,0.0,usa,hawaii,fishing,1.0,35.0,"left forearm, arm & leg lacerated",0.0,unknown,1
1946.0,0.0,israel,gaza,fishing,1.0,15.0,laceration to back,0.0,unknown,1
1945.0,0.0,hong kong,unknown,bathing,1.0,24.0,fatal,1.0,unknown,1
1944.0,0.0,panama,caribbean sea,washed overboard by swell,1.0,24.0,"fatal. his back was bitten as he was being towed to ship by rescuer, lieut (j.g.) stanley kurta, then the shark pulled him below the surface.",1.0,"white shark, 2.4 m [8']",1
1944.0,0.0,south africa,kwazulu-natal,treading water,1.0,16.0,ankle severely lacerated,0.0,unknown,1
1943.0,0.0,south africa,kwazulu-natal,treading water,1.0,17.0,"fatal, abdomen, buttock & thigh lacerated",1.0,unknown,1
1942.0,1.0,brazil,unknown,boat capsized during filming,1.0,24.0,"remains  recovered from 440-lb shark, but cause of death was probably drowning",0.0,shark involvement prior to death unconfirmed,1
1941.0,0.0,australia,western australia,swimming,1.0,10.0,right ankle bitten,0.0,unknown,-1
1940.0,0.0,panama,panama bay (pacific ocean),bathing,1.0,18.0,fatal,1.0,5.5 m [18'] shark,1
1937.0,1.0,australia,victoria,swimming,1.0,43.0,shark involvement prior to death was not confirmed,0.0,shark involvement prior to death was not confirmed,1
1936.0,1.0,australia,victoria,fishing,1.0,50.0,"fatal, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking",1.0,thought to involve a 12' white shark,1
1935.0,1.0,usa,california,fishing boat exploded & sank,1.0,23.0,"although listed as an uprovoked fatal attack by saf, shark bite on his ankle was post-mortem following death by drowning",0.0,invalid,1
1934.0,0.0,south africa,kwazulu-natal,swimming,1.0,12.0,right thigh lacerated,0.0,unknown,1
1934.0,0.0,chile,elqui province,fell into the water,1.0,24.0,fatal,1.0,unknown,1
1933.0,1.0,australia,northern territory,fishing,1.0,24.0,"no injury, shark chased him ashore",0.0,invalid,1
1930.0,0.0,australia,new south wales,swimming,1.0,49.0,"bumped by shark, legs abraded",0.0,unknown,1
1929.0,0.0,usa,florida,fishing,1.0,24.0,leg bitten by hooked shark provoked incident,0.0,9-foot shark,1
1928.0,0.0,australia,new south wales,standing in waist-deep water,1.0,28.0,"fatal, right hand severed, large lacerations on thigh",1.0,unknown,1
1924.0,0.0,australia,new south wales,"fishing, fell in water & swimming strongly to shore",1.0,20.0,"fatal, partial remains recovered",1.0,unknown,1
1922.0,0.0,australia,queensland,swimming,1.0,54.0,fatal,1.0,unknown,1
1917.0,0.0,libya,mediterranean sea,diving for sponges,1.0,24.0,"bitten by shark, but  repelled it with his 'skandalopetra'",0.0,unknown,1
1915.0,0.0,australia,queensland,bathing,1.0,10.0,severe bite to arm,0.0,unknown,-1
1914.0,0.0,croatia,zadar county,washing clothes,0.0,24.0,"no injury, shark grabbed clothes",0.0,1.5 m [5'] shark,1
1911.0,0.0,usa,florida,fell overboard & swimming,1.0,24.0,fatal,1.0,unknown,1
1910.0,1.0,croatia,primorje-gorski kotar county,unknown,1.0,24.0,fatal?,0.0,questionable,1
1910.0,0.0,australia,new south wales,unknown,1.0,24.0,fatal,1.0,unknown,1
1909.0,0.0,spain,andalucia,fishing,1.0,24.0,shark knocked him down after he grabbed it by the tail. no injury.   provoked incident,0.0,unknown,1
1909.0,0.0,australia,new south wales,unknown,0.0,24.0,survived,0.0,unknown,1
1906.0,0.0,usa,california,fishing,1.0,24.0,provoked incident        no injury; shirt torn by gaffed shark,0.0,"shortfin mako shark, 175-lb",1
1903.0,0.0,australia,queensland,swimming,1.0,24.0,fatal,1.0,unknown,1
1898.0,0.0,yemen,aden,standing,1.0,22.0,fatal,1.0,unknown,1
1888.0,1.0,australia,victoria,fishing,0.0,24.0,"no injury to occupants, shark holed boat",0.0,unknown,1
1886.0,0.0,new caledonia,south province,bathing,1.0,24.0,fatal,1.0,unknown,1
1885.0,0.0,unknown,unknown,swimming,1.0,24.0,fatal,1.0,unknown,1
1871.0,0.0,australia,new south wales,fishing,1.0,24.0,feet grabbed,0.0,wobbegongs,-1
1863.0,0.0,australia,queensland,launching a boat,1.0,24.0,fatal,1.0,2 sharks,-1
1862.0,0.0,south africa,kwazulu-natal,unknown,1.0,24.0,very severe wounds,0.0,unknown,-1
1858.0,0.0,usa,hawaii,swimming,1.0,24.0,fatal,1.0,unknown,-1
1845.0,0.0,england,unknown,unknown,1.0,24.0,leg severed,0.0,unknown,-1
1808.0,0.0,jamaica,kingston parish,swimming,1.0,24.0,fatal,1.0,unknown,-1
2023.0,0.0,usa,new york,swimming,1.0,47.0,laceration to right knee,0.0,unknown,1
2023.0,0.0,usa,florida,windsurfing,1.0,24.0,lacerations to leg,0.0,unknown,1
2022.0,0.0,usa,florida,fishing,1.0,29.0,right knee & thigh bitten by hooked shark,0.0,unknown,1
2022.0,0.0,usa,florida,unknown,0.0,24.0,leg bitten,0.0,unknown,1
2021.0,1.0,egypt,unknown,swimming,1.0,24.0,laceration to arm caused by metal object,0.0,no shark invovlement,1
2021.0,0.0,french polynesia,marquesas,swimming,1.0,10.0,unknown,0.0,unknown,1
2021.0,0.0,st kitts / nevis,the narrows,swimming / kayaking,0.0,26.0,"severe injury to left leg, resulting in amputation above the knee",0.0,unknown,1
2020.0,0.0,usa,florida,diving,1.0,38.0,lower leg bitten,0.0,"lemon shark, 8'",1
2020.0,0.0,usa,california,stand-up paddleboarding,1.0,24.0,"no injury, paddleboard bitten",0.0,unknown,1
2019.0,0.0,usa,guam,surfing,1.0,24.0,minor injury to left thigh,0.0,juvenile shark,1
2019.0,0.0,australia,western australia,spearfishing,1.0,24.0,"no injury, shark bit swim fin",0.0,14' white shark,1
2019.0,0.0,usa,rhode island,surfing,1.0,18.0,foot bitten,0.0,sandtiger shark,1
2019.0,0.0,australia,queensland,swimming,1.0,25.0,puncture marks to left hip and buttocks,0.0,"grey reef shark, 4'",1
2019.0,1.0,australia,queensland,wading,0.0,24.0,injuries to foot & leg,0.0,reported as shark attacks but injuries caused by toadfish,1
2018.0,0.0,egypt,unknown,scuba diving,1.0,24.0,calf muscle removed,0.0,oceanic whitetip shark,1
2018.0,0.0,italy,"chieti, province",playing,1.0,24.0,calf bitten,0.0,unknown,1
2018.0,0.0,usa,south carolina,swimming,1.0,10.0,severe bite to right forearm,0.0,unknown,1
2018.0,0.0,maldives,alifu alifu atoll,fishing,1.0,32.0,5-inch cut to hand,0.0,tiger shark,1
2018.0,0.0,australia,new south wales,free diving,1.0,28.0,"no injury, shark took his swimfin",0.0,"white shark, 3.5 m",1
2017.0,1.0,south africa,western cape province,scuba diving,1.0,31.0,"fatal, but death was probably due to drowning",0.0,unknown,1
2017.0,0.0,usa,south carolina,swimming,1.0,13.0,minor cuts to sole & toes of left foot,0.0,possibly a juvenile blacktip shark,1
2017.0,0.0,usa,florida,swimming,1.0,46.0,lower legs bitten,0.0,"bull shark, 4' to 5'",1
2017.0,0.0,mexico,tabasco,fishing,1.0,32.0,hand bitten by hooked shark provoked incident,0.0,"tiger shark, 100 kg",1
2017.0,0.0,usa,south carolina,swimming,0.0,16.0,left foot bitten,0.0,unknown,1
2017.0,0.0,bahamas,new providence,snorkeling,0.0,32.0,right forearm severed,0.0,tiger shark,1
2017.0,1.0,usa,south carolina,swimming,1.0,24.0,laceration & puncture wounds to left foot,0.0,shark involvement not confirmed,1
2017.0,0.0,philippines,luzon island,spearfishing,1.0,25.0,right thigh injured,0.0,10' shark,1
2016.0,0.0,usa,florida,surfing,0.0,9.0,minor injury to leg,0.0,unknown,1
2016.0,0.0,australia,western australia,spearfishing,1.0,19.0,no injury but shark punctured his wetsuit after he prodded it with his spear provoked incident,0.0,5' shark,1
2016.0,0.0,usa,florida,swimming,1.0,48.0,ankle bitten,0.0,"blacktip shark, 4'",1
2016.0,0.0,south africa,western cape province,surf-skiing,1.0,24.0,"no injury, surf-ski bitten",0.0,white shark,1
2015.0,1.0,usa,california,fishing,1.0,24.0,"no injury, shark rammed kayak repeatedly",0.0,hammerhead sp.,1
2015.0,0.0,australia,victoria,surfing,1.0,40.0,left hand bitten,0.0,"bronze whaler shark, 1.5m",1
2015.0,0.0,usa,florida,wading,0.0,19.0,minor lacerations to dorsum of right foot,0.0,unknown,1
2015.0,0.0,usa,hawaii,snorkeling,0.0,65.0,fatal,1.0,unknown,1
2015.0,0.0,usa,hawaii,shark fishing,1.0,20.0,lacerations to calf by hooked shark provoked incident,0.0,4' shark,1
2014.0,0.0,australia,western australia,spearfishing,1.0,17.0,fatal,1.0,"white shark, 4 to 5 m",1
2014.0,0.0,australia,victoria,fishing,1.0,24.0,laceration to calf when he fell on shark he had caught provoked incident,0.0,1.5 m shark,1
2014.0,0.0,usa,south carolina,boogie boarding,1.0,10.0,lacerations to right leg & foot,0.0,4' tp 5' shark,1
2014.0,0.0,usa,florida,surfing,1.0,24.0,lacerations to foot,0.0,unknown,1
2014.0,0.0,usa,florida,surfing,1.0,21.0,lacerations to toes,0.0,blacktip or spinner shark?,1
2013.0,0.0,usa,florida,unknown,0.0,3.0,arm bitten by captive shark provoked incident,0.0,nurse shark,-1
2013.0,0.0,usa,florida,swimming,1.0,24.0,lacerations to left foot,0.0,"possibly a bull shark, 3'",1
2013.0,1.0,australia,new south wales,surfing,1.0,47.0,never happened; it was a  hoax,0.0,no shark involvement,1
2012.0,0.0,usa,florida,swimming or boogie boarding,0.0,56.0,puncture wound to left ankle,0.0,3.5' to 4' shark,1
2011.0,0.0,ecuador,santa elena,surfing,1.0,23.0,lacerations to left thigh and calf,0.0,unknown,1
2011.0,0.0,usa,hawaii,canoeing,1.0,24.0,"no injury, after kayak collided with the shark, it bit the rudder  provoked incident",0.0,7' to 8' shark,1
2010.0,0.0,bahamas,exuma islands,snorkeling,1.0,24.0,calf bitten,0.0,lemon shark,1
2010.0,0.0,usa,florida,surf fishing / wading,1.0,24.0,leg bitten while trying to free a hooked shark provoked incident,0.0,"spinner shark, 6'",1
2009.0,0.0,egypt,st. johns reef,scuba diving,1.0,24.0,lacerations to left hand,0.0,oceanic whitetip shark,1
2009.0,0.0,australia,new south wales,surfing,1.0,24.0,"no injury, shark damaged surfboard",0.0,unknown,1
2009.0,0.0,new zealand,south island,surfing,1.0,24.0,"no injury, bumped off board by the shark",0.0,unknown,1
2009.0,0.0,australia,new south wales,surfing,1.0,31.0,left thigh severely bitten,0.0,"white shark, 3.5m",1
2009.0,1.0,new zealand,north island,fishing,0.0,24.0,"no injury to occupants, shark hit boat & bit outboard motor",0.0,"mako shark, 3m",1
2008.0,0.0,french polynesia,society islands,spearfishing,1.0,26.0,lacerations to face,0.0,unknown,1
2008.0,0.0,japan,tokyo bay,diving,1.0,24.0,"no injury, captive shark attempted to bite diver's arm provoked incidentt",0.0,"goblin shark, 4.2'",1
2008.0,0.0,australia,queensland,accidentally stood on hooked shark's tail before attempting to gut it,1.0,20.0,laceration to left knee provoked incident,0.0,"mako shark, 90kg",1
2007.0,0.0,brazil,pernambuco,removing fish from a trap,1.0,28.0,20 cm injury to left foot,0.0,2.27 m shark,1
2007.0,0.0,usa,florida,swimming,0.0,15.0,"minor injury, small lacerations to right foot",0.0,unknown,1
2007.0,0.0,usa,north carolina,swimming,1.0,14.0,right calf bitten,0.0,2' to 3' shark,1
2007.0,0.0,usa,florida,surfing,1.0,24.0,lacerations to left index finger & thumb,0.0,3' to 4' shark,1
2006.0,0.0,brazil,unknown,unknown,1.0,20.0,fatal,1.0,unknown,1
2006.0,1.0,italy,unknown,sea disaster,1.0,24.0,fatal,1.0,unknown,1
2006.0,0.0,usa,texas,surf fishing,1.0,24.0,right foot bitten,0.0,"bull shark, 4' to 5'",1
2006.0,0.0,australia,new south wales,surfing,1.0,15.0,minor laceration to left foot,0.0,"bronze whaler shark, a  juvenile",1
2006.0,0.0,usa,hawaii,surfing,0.0,28.0,5 puncture wounds in left calf,0.0,"tiger shark, 10'",1
2005.0,0.0,usa,florida,surfing,1.0,17.0,lacerations to right thigh,0.0,unknown,1
2005.0,0.0,australia,new south wales,standing,1.0,15.0,left foot & ankle lacerated,0.0,unknown,1
2005.0,1.0,new zealand,north island,fishing from a kayak,1.0,39.0,"no injury, kayak bumped repeatedly",0.0,white shark,1
2004.0,0.0,usa,north carolina,surfing,0.0,28.0,right calf bitten,0.0,unknown,1
2004.0,0.0,usa,texas,wading / fishing & carrying a bag of fish,1.0,11.0,right forearm nearly severed and bites above & below the right knee,0.0,bull shark,1
2004.0,0.0,tonga,nuku'alofa,five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. survivors rescued after  7.5 hours in the water,1.0,24.0,"bitten on feet, legs, back & abdomen but survived.  survivors rescued after  7.5 hours in the water",1.0,small sharks,1
2004.0,0.0,new zealand,"south island, near karitane north of dunedin",surfing,1.0,15.0,thigh lacerated,0.0,2 m [6.75'] sevengill  shark,1
2003.0,0.0,india,tamil nadu,swimming or surfing,1.0,35.0,left index finger lacerated,0.0,tiger shark?,1
2003.0,0.0,usa,florida,surfing,1.0,24.0,lacerations to hand,0.0,unknown,1
2003.0,1.0,usa,california,swimming,1.0,31.0,left ankle lacerated,0.0,shark involvement not confirmed,1
2002.0,0.0,brazil,pernambuco,surfing,1.0,19.0,fatal,1.0,unknown,1
2002.0,0.0,usa,florida,surfing,1.0,15.0,lacerations on heel & dorsum of right foot,0.0,"nurse shark, 1.5 m [5']",1
2002.0,0.0,usa,south carolina,surfing,1.0,13.0,heel bitten,0.0,1.2 m [4'] blacktip or sandbar shark,1
2002.0,0.0,australia,queensland,surfing,1.0,30.0,minor injury to foot,0.0,unknown,1
2001.0,0.0,usa,florida,surfing,1.0,14.0,1 to 2 cuts on right ankle & foot,0.0,unknown,1
2001.0,0.0,usa,florida,surfing,1.0,22.0,lacerations to top & bottom of left foot,0.0,unknown,1
2001.0,0.0,usa,hawaii,surfing,1.0,24.0,minor punctures & lacerations on left hand,0.0,"1 m shark, possibly whitetip reef shark",1
2000.0,0.0,australia,western australia,swimming,1.0,49.0,"fatal, torso bitten, leg severed",1.0,"white shark, 5 m [16.5']",1
2000.0,0.0,usa,florida,body surfing,1.0,11.0,right foot & heel lacerated,0.0,unknown,1
2000.0,0.0,usa,hawaii,"windsurfing, but sitting on his board",1.0,53.0,left calf lacerated,0.0,"tiger shark, 3.7 m to 4.5 m [12' to 14'9]",1
2000.0,1.0,usa,florida,sailing,0.0,24.0,"no injury to occupants, boat's rear platform bitten",0.0,"bull shark, 2.4 m [8']",1
1999.0,0.0,mauritius,unknown,spearfishing,1.0,47.0,legs & torso injured,0.0,bull shark,1
1998.0,0.0,usa,florida,scuba diving,1.0,16.0,"he grabbed shark's tail, shark bit his chest & held on.  provoked incident",0.0,"nurse shark, 0.9 m [3']",1
1997.0,0.0,usa,florida,surfing,1.0,23.0,5 gash in foot,0.0,possibly a blacktip shark,1
1997.0,0.0,okinawa,miyako,fishing for octopus,1.0,55.0,"fatal, legs severed",1.0,white shark,1
1997.0,0.0,usa,hawaii,unknown,1.0,24.0,no details,0.0,unknown,1
1995.0,0.0,usa,south carolina,jumped off surfboard & landed on the shark,1.0,24.0,foot bitten provoked incident,0.0,unknown,1
1995.0,0.0,fiji,yasawa islands,sleeping in anchored boat,1.0,69.0,"fatal, hand & leg severely injured by shark that leapt into boat",1.0,3.7 m [12'] shark,1
1994.0,0.0,usa,florida,wading,0.0,9.0,ankle bitten when she accidently stepped on the shark  provoked incident,0.0,thought to involve a small sand shark,1
1994.0,0.0,usa,florida,surfing,1.0,28.0,right foot lacerated,0.0,1.2 m [4'] spinner shark,1
1994.0,1.0,usa,california,unknown,0.0,25.0,not a shark attack; possibly murder. body recovered 4-16-1994 minus severed leg. blue shark bites were post-mortem,0.0,invalid,1
1994.0,0.0,bahamas,unknown,wading,1.0,24.0,lower right  leg bitten,0.0,2' to 3' shark,1
1994.0,0.0,usa,florida,freediving for seashells,1.0,71.0,left shoulder lacerated,0.0,unknown,1
1994.0,1.0,australia,western australia,fishing,0.0,24.0,"no injury to occupants, shark bit anchor and ladder",0.0,white shark,1
