Year,Type,Country,Area,Activity,Age,Injury,Fatal (Y/N),Time,outlier
1938.0,0.0,NICARAGUA,Lower San Juan River,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",24.0,"FATAL x 2, all other passengers & crew reached shore after a long swim",1.0,14.0,1
1937.0,0.0,PANAMA,Colon Province,Swimming,21.0,FATAL,1.0,14.0,1
1937.0,0.0,AUSTRALIA,Queensland,"Refused permission to cross on the ferry, he was swimming across the river",33.0,"FATAL, left arm severed at elbow, right arm bitten, right leg severed at knee",1.0,22.0,1
1936.0,0.0,USA,Hawaii,Swimming,24.0,Leg lacerated,0.0,14.0,1
1936.0,0.0,AUSTRALIA,Queensland,Diving for trochus,16.0,"Arm & back bitten, heel lacerated",0.0,10.0,1
1933.0,0.0,AUSTRALIA,Torres Strait,Free diving for trochus,24.0,"FATAL, right buttock & thigh bitten",1.0,14.0,1
1933.0,1.0,BARBADOS,St Michael Parish,Yacht of Michael Howell capsized,24.0,"5 survived  & 4 perished, but shark involvement not confirmed",1.0,14.0,1
1932.0,0.0,PHILIPPINES,Manila,Standing,24.0,"FATAL, torso bitten",1.0,14.0,1
1929.0,0.0,AUSTRALIA,Torres Strait,,24.0,FATAL,1.0,14.0,1
1926.0,1.0,USA,New Jersey,Fishing,24.0,No injury to occupants,0.0,14.0,1
1926.0,0.0,USA,Hawaii,Swimming,24.0,"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka",1.0,14.0,1
1926.0,0.0,USA,Hawaii,Swimming,24.0,Right leg bitten thigh to heel,0.0,17.0,1
1924.0,0.0,ENGLAND,Dorset,Fishing for mackerel,24.0,Arms broken by hooked shark PROVOKED INCIDENT,0.0,14.0,1
1924.0,1.0,SPAIN,Galica,Fishing,24.0,"No injury to occupants, shark bit boat",0.0,14.0,1
1923.0,1.0,AUSTRALIA,New South Wales,Sailing,24.0,"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s",0.0,14.0,1
1919.0,0.0,USA,South Carolina,Swimming vigorously,24.0,Left foot bitten & abraded,0.0,12.0,1
1918.0,1.0,SAN DOMINGO,60 miles north of San Domingo in the West Indies,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,24.0,"FATAL, men snatched from rafts by sharks",1.0,14.0,1
1916.0,0.0,USA,New Jersey,Swimming,12.0,"Lower left leg bitten, surgically amputated",0.0,14.0,1
1916.0,0.0,USA,New Jersey,Swimming,24.0,Heel bitten,0.0,14.0,1
1914.0,0.0,AUSTRALIA,Victoria,Bathing,43.0,FATAL,1.0,15.0,1
1913.0,0.0,USA,Florida,Fishing,24.0,Forefinger of right hand bitten by a dead shark PROVOKED INCIDENT,0.0,14.0,1
1911.0,1.0,USA,Florida,,24.0,"Cause of death undetermined. 3.6 m [11'9] shark seen carrying body. Next day, shark was killed & Antoine's entire body was found in its gut.",0.0,14.0,1
1907.0,0.0,AUSTRALIA,Torres Strait,Bathing,24.0,FATAL,1.0,14.0,1
1907.0,0.0,VIETNAM,Khánh Hòa Province,Fishing,20.0,"Leg severely bitten, surgically amputated",0.0,14.0,1
1902.0,0.0,AUSTRALIA,New South Wales,Swimming,17.0,FATAL,1.0,15.0,1
1902.0,1.0,CROATIA,Istria County,Fishing,24.0,"No injury to occupants, shark grabbed anchor rope & towed boat",0.0,14.0,1
1902.0,0.0,AUSTRALIA,New South Wales,Dangling feet in the water,24.0,FATAL,1.0,14.0,1
1902.0,0.0,AUSTRALIA,Queensland,Swimming,16.0,Legs bitten,0.0,12.0,-1
1899.0,1.0,AUSTRALIA,New South Wales,Bathing,13.0,Drowning may mav preceded attack,0.0,14.0,1
1898.0,0.0,USA,Florida,,24.0,Lacerations,0.0,14.0,1
1895.0,0.0,AUSTRALIA,Western Australia,Pearl diving,24.0,FATAL,1.0,14.0,1
1894.0,0.0,USA,Texas,Fishing,24.0,Laceration to calf  PROVOKED INCIDENT,0.0,14.0,1
1893.0,0.0,AUSTRALIA,Queensland,"Boat capsized, swimming ashore",24.0,Leg bitten,0.0,14.0,1
1890.0,0.0,USA,Connecticut,Treading for clams,24.0,Severe lacerations to left arm.,0.0,14.0,1
1887.0,0.0,USA,Florida,"Crossing inlet in a boat, seen fighting sharks with his oar, sharks smashed boat",24.0,FATAL,1.0,14.0,1
1884.0,1.0,AUSTRALIA,South Australia,yachting accident,24.0,"Cause of death most likely drowning, remains recovered in shark",1.0,14.0,1
1879.0,0.0,AUSTRALIA,New South Wales,Swimming,24.0,Thigh bitten,0.0,14.0,1
1877.0,0.0,AUSTRALIA,New South Wales,Fishing,24.0,"No injury, pulled overboard by a shark that grabbed his coat",0.0,15.0,-1
1874.0,1.0,FRANCE,,Fishing,24.0,Shark and boat collided. No injury to occupants,0.0,14.0,1
1870.0,0.0,USA,North Carolina,Bathing,24.0,Foot bitten & toe severed,0.0,14.0,1
1864.0,0.0,MADAGASCAR,,Fell overboard,24.0,FATAL,1.0,14.0,1
1862.0,0.0,SPAIN,Cádiz,Swimming alongside the SS Kearsarge,24.0,FATAL,1.0,18.0,-1
1861.0,0.0,NEW ZEALAND,North Island,Bathing,24.0,Severely bitten but recovered,0.0,14.0,1
1852.0,0.0,USA,Virginia,Swimming,24.0,FATAL,1.0,14.0,-1
1848.0,0.0,USA,Maryland,Swimming,15.0,Left leg severely bitten,0.0,14.0,-1
1834.0,0.0,FRENCH POLYNESIA,Society Islands,Swimming,24.0,FATAL,1.0,14.0,-1
1812.0,0.0,ENGLAND,Devon,Swimming,24.0,Both legs injured,0.0,14.0,-1
1807.0,0.0,AUSTRALIA,New South Wales,,24.0,Survived,0.0,14.0,-1
2023.0,0.0,PORTUGAL,Norte,Fishing,35.0,Leg bitten,0.0,19.0,1
2022.0,0.0,USA,New York,Surfing,41.0,Two-inch laceration to leg,0.0,7.0,-1
2021.0,0.0,USA,Florida,Body surfing,9.0,Left shoulder bitten,0.0,14.0,1
2020.0,0.0,AUSTRALIA,South Australia,Surfing,29.0,Non-life-threatening injuries to buttock and thigh,0.0,14.0,1
2020.0,0.0,AUSTRALIA,Queensland,Surfing,46.0,FATAL,1.0,17.0,1
2020.0,0.0,USA,Florida,Wading,14.0,Severe bite to right foot,0.0,14.0,1
2020.0,0.0,AUSTRALIA,Western Australia,Scuba diving,57.0,FATAL,1.0,13.0,1
2019.0,0.0,SEYCHELLES,Praslin,Swimming,45.0,Arm bitten,0.0,19.0,1
2019.0,0.0,AUSTRALIA,Northern Territory,Fishing,45.0,Hooked shark bit his leg. PROVOKED INCIDENT,0.0,15.0,1
2019.0,0.0,USA,Hawaii,Swimming,23.0,Bitten on left shoulder,0.0,1.0,-1
2018.0,0.0,AUSTRALIA,Northern Territory,Spearfishing,17.0,Severe lacerations to left arm and right leg,0.0,14.0,1
2018.0,0.0,USA,California,Diving / Filming,24.0,Injury to right hand / wrist,0.0,9.0,1
2018.0,0.0,USA,North Carolina,Standing,16.0,Injury to calf,0.0,14.0,1
2018.0,0.0,AUSTRALIA,New South Wales,Surfing,24.0,Minor injury to lower leg,0.0,14.0,1
2018.0,0.0,NEW CALEDONIA,,Spearfishing,24.0,Injuries to abdomen and arm,0.0,15.0,1
2017.0,0.0,AUSTRALIA,Queensland,Snorkeling,7.0,Calf injured,0.0,14.0,1
2017.0,0.0,USA,Florida,Surfing,24.0,Minor lacerations to sole of left foot,0.0,9.0,1
2017.0,0.0,USA,Florida,Surfing,28.0,Lacerations to left foot,0.0,16.0,1
2017.0,0.0,USA,Florida,Swimming,17.0,Lacerations to thighs,0.0,15.0,1
2016.0,0.0,USA,Florida,Surfing,43.0,Lacerations to lower leg,0.0,10.0,1
2016.0,0.0,EGYPT,Suez,Swimming,23.0,"Leg severely bitten, surgically amputated above the knee",0.0,9.0,1
2016.0,1.0,USA,Florida,SUP,24.0,Fell off board when spinner shark leapt from the water next to him. No injury to surfer,0.0,14.0,1
2015.0,0.0,USA,Hawaii,Swimming,54.0,Laceration to right ankle,0.0,11.0,1
2015.0,0.0,USA,California,Kayak Fishing,29.0,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,0.0,14.0,1
2015.0,0.0,USA,Florida,Swimming,13.0,"Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon",0.0,14.0,1
2014.0,0.0,JAPAN,,Diving / Filming,24.0,"No injury, shark snagged its teeth in diver's suit",0.0,14.0,1
2014.0,0.0,AUSTRALIA,New South Wales,Surfing,13.0,"Lacerations to left calf & ankle, puncture wounds to left foot",0.0,6.0,-1
2014.0,0.0,USA,Florida,Surfing,9.0,Lacerations to toes and heel of right foot,0.0,14.0,1
2014.0,1.0,PAPUA NEW GUINEA,,Sailing,21.0,"No injury to occupants, hull bitten",0.0,22.0,1
2013.0,0.0,USA,Florida,Swimming,21.0,Lacerations to right foot,0.0,15.0,1
2013.0,0.0,USA,Florida,Casting a net,9.0,Lacerations to left calf,0.0,12.0,1
2013.0,0.0,USA,Hawaii,Surfing,16.0,Lacerations to buttocks & thigh,0.0,13.0,1
2013.0,0.0,USA,Hawaii,Kiteboarding,19.0,No injury & not on board. Board adrift when bitten by shark,0.0,13.0,1
2013.0,0.0,GUAM,,,40.0,FATAL,1.0,14.0,1
2013.0,0.0,AUSTRALIA,Western Australia,Spearfishing,28.0,Laceration to left hand,0.0,9.0,1
2012.0,0.0,AUSTRALIA,Western Australia,Bodyboarding,11.0,"No injury, but swim fin bitten & torn",0.0,12.0,1
2012.0,0.0,USA,Florida,Surfing,24.0,Right calf bitten,0.0,14.0,1
2012.0,1.0,AUSTRALIA,Western Australia,Fishing,24.0,"No injury, shark grabbed outboard motor",0.0,12.0,1
2012.0,1.0,USA,California,Kayaking,52.0,"No injury, kayak bitten",0.0,8.0,1
2011.0,0.0,AUSTRALIA,New South Wales,Surfing,51.0,5 puncture wounds to thigh,0.0,5.0,-1
2011.0,0.0,DOMINICAN REPUBLIC,Samaná Province,Fishing,48.0,Severe injuries to left arm PROVOKED INCIDENT,0.0,14.0,1
2011.0,0.0,TURKS & CAICOS,Middle Caicos,Snorkeling,28.0,Lacerations to left shoulder and back,0.0,13.0,1
2010.0,1.0,USA,California,Kayak Fishing,45.0,"No injury, kayak bitten",0.0,14.0,1
2010.0,0.0,USA,North Carolina,Swimming,13.0,Lacerations to right forearm,0.0,13.0,1
2010.0,0.0,NEW ZEALAND,South Island,Swimming,24.0,Bruised but otherwise unhurt,0.0,22.0,1
2010.0,0.0,SOUTH AFRICA,Western Province,Standing,37.0,FATAL,1.0,15.0,1
2009.0,1.0,USA,California,Surfing,26.0,Puncture wounds to foot,0.0,14.0,1
2009.0,0.0,TAIWAN,Off Green Island,Fishing,46.0,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,0.0,20.0,1
2009.0,0.0,BAHAMAS,Exuma Islands,Spearfishing,48.0,Lacerations to right forearm after he poked the shark with his spear PROVOKED INCIDENT,0.0,14.0,1
2009.0,1.0,SOUTH AFRICA,KwaZulu-Natal,Swimming,24.0,Body not recovered,0.0,9.0,1
2009.0,0.0,SOUTH AFRICA,Western Cape Province,Fishing,40.0,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,0.0,13.0,1
2009.0,0.0,NEW ZEALAND,North Island,Swimming,49.0,Posterior thigh bitten,0.0,17.0,1
2008.0,0.0,USA,Florida,Surfing,15.0,Minor injury to foot,0.0,12.0,1
2008.0,0.0,BRAZIL,Bahia,Surfing,24.0,"No injury, board bitten",0.0,9.0,1
2008.0,0.0,USA,Florida,Surfing,21.0,Puncture wounds to right foot                  PROVOKED INCIDENT,0.0,9.0,1
2008.0,0.0,FIJI,,Spearfishing,24.0,Left forearm bitten,0.0,14.0,1
2008.0,0.0,USA,Florida,Surf-skiing,24.0,Lacerations to foot,0.0,14.0,1
2007.0,0.0,USA,Florida,Jumped into the water,19.0,Lacerations to arm,0.0,15.0,1
2007.0,0.0,USA,Florida,Swimming,24.0,Right foot bitten,0.0,11.0,1
2007.0,0.0,USA,Florida,Shark fishing,24.0,Right hand bitten by hooked shark PROVOKED INCIDENT,0.0,14.0,1
2007.0,0.0,NEW CALEDONIA,North Province,Spearfishing (free diving),30.0,Leg bitten,0.0,14.0,1
2007.0,0.0,AUSTRALIA,New South Wales,Diving,41.0,Head & torso bitten,0.0,10.0,1
2006.0,0.0,REUNION,,Spearfishing,24.0,Thigh bitten,0.0,14.0,1
2006.0,0.0,BRAZIL,Pernambuco,Surfing,33.0,"Injuries to left thigh, calf & foot",0.0,11.0,1
2006.0,1.0,USA,Hawaii,Free diving,45.0,Forensic examination suggested diver drowned & afterwards his body was bitten by a shark/s,0.0,15.0,1
2006.0,1.0,AUSTRALIA,South Australia,Fishing,24.0,No injury to occupants; shark nudged the 5.3 m boat,0.0,12.0,1
2006.0,0.0,SOUTH AFRICA,Eastern Cape Province,Surfing,15.0,2 bite marks on right calf,0.0,15.0,1
2005.0,1.0,AUSTRALIA,South Australia,Fishing,24.0,"No injury to occupants, hydrofoil of outboard motor bitten",0.0,15.0,1
2005.0,0.0,USA,Florida,Standing / Surfing,62.0,Right foot bitten,0.0,11.0,1
2005.0,0.0,SOUTH AFRICA,Eastern Cape Province,Surfing,32.0,Left buttock  & legs lacerated,0.0,11.0,1
2005.0,0.0,USA,Florida,Spearfishing,24.0,Speared shark bit his chest PROVOKED INCIDENT,0.0,14.0,1
2004.0,0.0,SOUTH AFRICA,Eastern Cape Province,Surfing,20.0,3 lacerations on foot,0.0,18.0,1
2004.0,0.0,BRAZIL,Pernambuco,Bathing,24.0,Calf bitten & both hands injured,0.0,13.0,1
2004.0,0.0,USA,Florida,Swimming,47.0,"Back, buttocks, left hand & left side of face bitten",0.0,20.0,1
2004.0,0.0,USA,Texas,Swimming,19.0,Right foot bitten,0.0,16.0,1
2004.0,0.0,EGYPT,Sinai Peninsula,Snorkeling,24.0,Hand severed,0.0,14.0,1
2004.0,0.0,USA,Florida,Boogie-boarding / swimming,9.0,Calf & foot lacerated,0.0,12.0,1
2003.0,0.0,USA,Florida,Surfing,18.0,Left foot (sole) bitten,0.0,15.0,1
2003.0,0.0,USA,Florida,Surfing,18.0,Left foot lacerated,0.0,10.0,1
2003.0,0.0,AUSTRALIA,New South Wales,Swimming,24.0,"Puncture wounds on heel, legs and buttocks",0.0,14.0,1
2002.0,0.0,UNITED KINGDOM,Cheshire,Diving,30.0,Hand bitten by captive shark PROVOKED INCIDENT,0.0,14.0,1
2002.0,0.0,COSTA RICA,Guanacaste,Surfing,24.0,Toothmarks in board & his swim trunks,0.0,14.0,1
2002.0,0.0,BRAZIL,Pernambuco,Swimming,16.0,"Severe kacerations, FATAL",1.0,17.0,1
2001.0,0.0,AUSTRALIA,New South Wales,Surfing,49.0,"No Injury, shark hit board",0.0,14.0,1
2001.0,0.0,USA,Florida,Surfing,19.0,Left ankle bitten,0.0,10.0,1
2001.0,0.0,USA,South Carolina,Wading,29.0,3 puncture wounds on each side of her left  hand,0.0,14.0,1
2000.0,0.0,NEW ZEALAND,Cook Islands,Surfing,24.0,FATAL,1.0,14.0,1
2000.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Surfing,24.0,No Injury,0.0,14.0,1
2000.0,0.0,USA,Florida,Swimming,41.0,Knee & calf lacerated,0.0,18.0,1
1999.0,0.0,BRAZIL,Pernambuco,Surfing,18.0,"Leg bitten, surgically amputated",0.0,14.0,1
1999.0,0.0,USA,Florida,Surfing,13.0,Right foot bitten,0.0,14.0,1
1999.0,0.0,USA,Florida,Wading,7.0,Left knee nipped by captive shark PROVOKED INCIDENT,0.0,14.0,1
1999.0,0.0,USA,Florida,Swimming,41.0,8-inch bite on calf,0.0,13.0,1
1999.0,0.0,USA,Hawaii,"Swimming, towing a kayak",29.0,"FATAL, arm bitten",1.0,20.0,1
1998.0,0.0,SOUTH AFRICA,Eastern Cape Province,Body boarding,15.0,Right shoulder & arm bitten,0.0,14.0,1
1997.0,0.0,USA,Florida,Swimming,8.0,Left leg gashed knee to ankle,0.0,14.0,1
1997.0,0.0,BRAZIL,Rio de Janeiro,Bathing,24.0,,0.0,14.0,1
1997.0,0.0,USA,Florida,Spearfishing,35.0,Right thigh punctured,0.0,9.0,1
1997.0,0.0,REUNION,,Spearfishing,24.0,FATAL,1.0,14.0,1
1996.0,0.0,NEW CALEDONIA,,Spearfishing,24.0,"Presumed fatal, only his shark-bitten speargun recovered",1.0,14.0,1
1996.0,0.0,SOUTH AFRICA,Western Cape Province,Surfing,17.0,Leg bitten,0.0,14.0,1
1996.0,0.0,AUSTRALIA,Queensland,Swimming breast stoke,47.0,Left arm & leg lacerated,0.0,7.0,1
1995.0,0.0,USA,South Carolina,On a float,44.0,Puncture wounds on ankle & leg,0.0,14.0,1
1995.0,1.0,USA,Florida,,12.0,"Dorsum of right hand bitten, a probable bluefish bite",0.0,10.0,1
1994.0,0.0,USA,South Carolina,Swimming,30.0,Right side of abdomen & left hand bitten,0.0,14.0,1
1993.0,1.0,USA,California,Watching the shark feeding on a dead pinniped,24.0,No injury to occupants; shark circled boat repeatedly then rammed the vessel 3 times,0.0,11.0,1
1993.0,1.0,EL SALVADOR,La Libertad,Oyster fishing,24.0,FATAL x 2,1.0,14.0,1
1991.0,0.0,SOUTH AFRICA,Western Cape Province,Spearfishing,20.0,Foot & swim fin bitten,0.0,12.0,1
1989.0,1.0,USA,California,Observing a shark feeding on a carcass of a humpback whale,24.0,No injury to occupants. Shark bit boat's swim step & repeatedly pushed the boat away whenever if came within 4 to 5 m of the whale carcass,0.0,14.0,1
1989.0,0.0,SOUTH AFRICA,Western Cape Province,Surfing,21.0,Multiple Injuries,0.0,10.0,1
1989.0,0.0,USA,Texas,Playing,9.0,Leg bitten,0.0,14.0,1
1988.0,0.0,USA,Florida,Walking,24.0,Dennis' hand injured; Ann's right forearm bitten,0.0,15.0,1
1988.0,0.0,SOUTH AFRICA,Western Cape Province,Spearfishing,36.0,Left arm lacerated,0.0,9.0,1
1988.0,0.0,USA,Florida,Surfing / treading water,29.0,Left leg & right foot bitten,0.0,11.0,1
1985.0,1.0,SOUTH AFRICA,KwaZulu-Natal,,24.0,Probable drowning / scavenging,0.0,14.0,1
1984.0,0.0,USA,Florida,"During a shark fishing tournament, the 18' Boatem was capsized by waves, throwing 3 men into the water",30.0,Leg abraded,0.0,18.0,1
1983.0,0.0,SOUTH AFRICA,Eastern Cape Province,Swimming,16.0,"Left calf, ankle & foot lacerated",0.0,12.0,1
1983.0,0.0,SOUTH AFRICA,Eastern Cape Province,Surfing,24.0,"No injury, board bitten",0.0,12.0,1
1982.0,0.0,USA,Hawaii,Wading,24.0,Left leg bitten,0.0,14.0,1
1981.0,0.0,USA,Hawaii,"Scuba diving, reportedly also spearfishing",24.0,"FATAL, disappeared, dive gear & shredded tooth-marked wetsuit were recovered",1.0,14.0,1
1980.0,0.0,SOUTH AFRICA,Eastern Cape Province,Paddleskiing,25.0,"No injury, paddleski bitten",0.0,17.0,1
1980.0,0.0,MEXICO,,Diving in tuna net,22.0,FATAL,1.0,14.0,1
1980.0,0.0,NORTH ATLANTIC OCEAN,,Gaffing netted shark,34.0,Arm lacerated by gaffed shark PROVOKED INCIDENT,0.0,14.0,1
1979.0,0.0,NEW CALEDONIA,North Province,Fishing,24.0,"Thigh severely injured, survived",0.0,14.0,1
1979.0,0.0,USA,Florida,Body surfing,8.0,Right foot bitten,0.0,10.0,-1
1976.0,1.0,HONG KONG,South China Sea 200 miles from Hong Kong,"3,909-ton Panamanian freighter Chieh Lee sank in a typhoon",24.0,"FATAL, right leg bitten",1.0,14.0,1
1975.0,1.0,USA,New Jersey,Surf fishing,24.0,Tooth marks in left leg,0.0,11.0,1
1975.0,0.0,USA,Florida,Floating on a small orange raft,20.0,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",0.0,12.0,1
1975.0,0.0,AUSTRALIA,South Australia,Swimming underwater from crayfish cage to a fishing bait,12.0,Right leg  severed FATAL,1.0,18.0,1
1975.0,0.0,SOUTH AFRICA,Western Cape Province,Fishing,12.0,Foot bitten by shark he was gaffing  PROVOKED INCIDENT,0.0,14.0,1
1974.0,0.0,USA,Florida,Standing,24.0,Laceration to foot,0.0,15.0,1
1971.0,0.0,AUSTRALIA,South Australia,Fishing,51.0,"FATAL. Shark bite was minor injury, but he suffered a heart attack afterwards and died 6 hours later",1.0,14.0,1
1971.0,1.0,MOZAMBIQUE,Between Beira & Maputo,Wreck of the 1689-ton Portuguese  coaster Angoche,24.0,"FATAL, it was  thought  the surviving crew  were taken by sharks",1.0,14.0,1
1970.0,0.0,CROATIA,Zadar County,Spearfishing,24.0,No details,0.0,14.0,1
1970.0,0.0,IRAQ,Basrah,Washing cooking pans,28.0,Left hand severed,0.0,15.0,1
1969.0,0.0,USA,Texas,Surf-fishing,24.0,Foot lacerated when he stepped on the shark  PROVOKED INCIDENT,0.0,19.0,1
1969.0,0.0,USA,Florida,Fishing,24.0,Laceration to foot from dead shark PROVOKED INCIDENT,0.0,14.0,1
1967.0,0.0,UNITED KINGDOM,Gibraltar,Fishing,60.0,Tooth knocked out by hooked shark PROVOKED INCIDENT,0.0,14.0,1
1966.0,0.0,PAPUA NEW GUINEA,New Ireland Province,Bathing,8.0,FATAL,1.0,9.0,-1
1966.0,0.0,AUSTRALIA,Western Australia,Spearfishing,43.0,No injury,0.0,12.0,1
1966.0,0.0,ITALY,Taranto province,Attacked shark with fists,21.0,Arm lacerated,0.0,14.0,1
1966.0,0.0,USA,Texas,Swimming,18.0,Punctures on  thigh & buttock,0.0,17.0,1
1966.0,1.0,PHILIPPINES,,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,24.0,130 perished; 136 survived  including a man whose foot was severed by a shark,1.0,14.0,1
1965.0,0.0,AUSTRALIA,Western Australia,"Spearfishing, but standing in knee-deep water",40.0,Thigh & swim fin bitten,0.0,14.0,1
1964.0,0.0,USA,Florida,Swimming,14.0,Bruised & abraded ankle,0.0,14.0,1
1963.0,0.0,AUSTRALIA,South Australia,Spearfishing,23.0,Torso & hand lacerated,0.0,12.0,1
1963.0,0.0,PAPUA NEW GUINEA,Central Province,Fishing,30.0,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",0.0,9.0,1
1963.0,0.0,SOUTH AFRICA,Eastern Cape Province,Fishing,24.0,Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT,0.0,14.0,1
1962.0,1.0,AUSTRALIA,Queensland,,24.0,"Skeletonized, except for head & feet. Possible drowning / scavenging",0.0,14.0,1
1962.0,1.0,AUSTRALIA,South Australia,Fishing for sharks,24.0,No injury to fisherman Alf Dean & other occupants; shark bit stern of boat,0.0,14.0,1
1961.0,0.0,AUSTRALIA,Queensland,"Surfing, pushing board ashore",22.0,"FATAL, right wrist and hand bitten, left leg severed above knee",1.0,6.0,-1
1961.0,0.0,PERSIAN GULF,25 km off the coast of Iran & 483km from mouth of Persian Gulf,"Free diving, surveying a pipeline & examing cathodes under jetty",24.0,3 cut on sole of foot,0.0,10.0,1
1961.0,0.0,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Fishing, speared shark upset canoe & man fell in water",19.0,"Left thigh severely bitten, but he regained  the canoe, then shark bit canoe PROVOKED INCIDENT",0.0,14.0,1
1961.0,0.0,AUSTRALIA,Western Australia,Collecting crayfish,24.0,No injury,0.0,14.0,1
1960.0,1.0,USA,Florida,Diving,24.0,Apparently went missing while diving. Helicopter searching for him spotted school of sharks attacking a white object 15' below the surface,0.0,14.0,1
1960.0,1.0,AUSTRALIA,Western Australia,,24.0,"No injury to occupants, toothmarks on bottom & side of dinghy",0.0,14.0,1
1960.0,0.0,SOUTH AFRICA,Western Cape Province,"Standing, watching seine netters",24.0,Left leg bitten by shark that escaped net  PROVOKED INCIDENT,0.0,14.0,1
1960.0,0.0,SOUTH AFRICA,Eastern Cape Province,Wading,24.0,"Heel lacerated, hand lacerated & abraded",0.0,11.0,1
1959.0,1.0,PHILIPPINES,North Palawan,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,10.0,Navy personnel reported that his body was mutilated by sharks but it is probable that death resulted from drowning,0.0,4.0,-1
1959.0,0.0,MID ATLANTIC OCEAN,Between England & South Africa,Jumped overboard to rescue a man,24.0,Leg bitten,0.0,14.0,1
1959.0,1.0,AUSTRALIA,Victoria,Fishing for snapper,24.0,"No injury to occupants. Shark leapt into boat, momentarily pinning Crew against the side",0.0,14.0,1
1959.0,0.0,SOUTH KOREA,South Chungcheong Province,Swimming,24.0,FATAL,1.0,14.0,1
1958.0,0.0,PAPUA NEW GUINEA,West New Britain Province,Collecting shells,26.0,Leg & foot injured,0.0,14.0,1
1958.0,0.0,USA,Florida,,35.0,FATAL  Autopsy report: bitten by shark while still alive,1.0,14.0,1
1957.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Body surfing,16.0,"Left leg severed at knee, part of left thigh removed",0.0,17.0,1
1957.0,1.0,CUBA,Havana Province,,24.0,"FATAL, but was it an accident or infanticide?",0.0,14.0,1
1956.0,0.0,NEW ZEALAND,North Island,Fishing,70.0,Bitten in cockpit of boat by shark caught 30 minutes earlier PROVOKED INCIDENT,0.0,14.0,1
